# time = 200
# FINE UNIFORM Grid points = 361
# Pressure (Pa) = 101325
#         1_posUnif        2_uvel_mean        3_uvel_rmsf   4_uvel_rhsfRatio        5_vvel_mean        6_vvel_rmsf   7_vvel_rhsfRatio        8_wvel_mean        9_wvel_rmsf  10_wvel_rhsfRatio             11_Rxx             12_Ryy             13_Rzz             14_Rxy             15_Rxz             16_Ryz
  -7.8333333333e-01   1.3842918495e+01   1.9024063247e+00   0.0000000000e+00  -5.6227832950e-04   6.0023366974e-01   0.0000000000e+00  -5.6227832950e-04   6.0023366974e-01   0.0000000000e+00   3.6191498243e+00   3.6028045829e-01   3.6028045829e-01   1.4606002345e-02   1.4606002345e-02   3.6028045829e-01
  -7.7777777778e-01   1.3916306329e+01   1.9132870966e+00   0.0000000000e+00  -5.1861612526e-03   5.9522123075e-01   0.0000000000e+00  -5.1861612526e-03   5.9522123075e-01   0.0000000000e+00   3.6606675139e+00   3.5428831353e-01   3.5428831353e-01   2.7074466994e-02   2.7074466994e-02   3.5428831353e-01
  -7.7222222222e-01   1.3989095633e+01   1.9210641230e+00   0.0000000000e+00  -9.3000643746e-03   5.8964307382e-01   0.0000000000e+00  -9.3000643746e-03   5.8964307382e-01   0.0000000000e+00   3.6904873646e+00   3.4767895450e-01   3.4767895450e-01   3.6322132501e-02   3.6322132501e-02   3.4767895450e-01
  -7.6666666667e-01   1.4062032830e+01   1.9235080146e+00   0.0000000000e+00  -1.2791370332e-02   5.8308167813e-01   0.0000000000e+00  -1.2791370332e-02   5.8308167813e-01   0.0000000000e+00   3.6998830822e+00   3.3998424337e-01   3.3998424337e-01   4.1596903262e-02   4.1596903262e-02   3.3998424337e-01
  -7.6111111111e-01   1.4134742324e+01   1.9191069172e+00   0.0000000000e+00  -1.5277613281e-02   5.7557803994e-01   0.0000000000e+00  -1.5277613281e-02   5.7557803994e-01   0.0000000000e+00   3.6829713597e+00   3.3129008006e-01   3.3129008006e-01   4.3351130031e-02   4.3351130031e-02   3.3129008006e-01
  -7.5555555556e-01   1.4207355114e+01   1.9079894168e+00   0.0000000000e+00  -1.6557480814e-02   5.6705439870e-01   0.0000000000e+00  -1.6557480814e-02   5.6705439870e-01   0.0000000000e+00   3.6404236147e+00   3.2155069109e-01   3.2155069109e-01   4.3104426766e-02   4.3104426766e-02   3.2155069109e-01
  -7.5000000000e-01   1.4280123224e+01   1.8912728038e+00   0.0000000000e+00  -1.6949657613e-02   5.5819995688e-01   0.0000000000e+00  -1.6949657613e-02   5.5819995688e-01   0.0000000000e+00   3.5769128184e+00   3.1158719186e-01   3.1158719186e-01   4.2897093506e-02   4.2897093506e-02   3.1158719186e-01
  -7.4444444444e-01   1.4352126260e+01   1.8726351142e+00   0.0000000000e+00  -1.6802186284e-02   5.4972032482e-01   0.0000000000e+00  -1.6802186284e-02   5.4972032482e-01   0.0000000000e+00   3.5067622710e+00   3.0219243552e-01   3.0219243552e-01   4.3707468416e-02   4.3707468416e-02   3.0219243552e-01
  -7.3888888889e-01   1.4422928773e+01   1.8563830331e+00   0.0000000000e+00  -1.6219579428e-02   5.4251295026e-01   0.0000000000e+00  -1.6219579428e-02   5.4251295026e-01   0.0000000000e+00   3.4461579655e+00   2.9432030120e-01   2.9432030120e-01   4.4501884725e-02   4.4501884725e-02   2.9432030120e-01
  -7.3333333333e-01   1.4491254134e+01   1.8460081772e+00   0.0000000000e+00  -1.5379282098e-02   5.3714464100e-01   0.0000000000e+00  -1.5379282098e-02   5.3714464100e-01   0.0000000000e+00   3.4077461902e+00   2.8852436536e-01   2.8852436536e-01   4.4358204996e-02   4.4358204996e-02   2.8852436536e-01
  -7.2777777778e-01   1.4556432733e+01   1.8411544737e+00   0.0000000000e+00  -1.4205205924e-02   5.3259934159e-01   0.0000000000e+00  -1.4205205924e-02   5.3259934159e-01   0.0000000000e+00   3.3898497962e+00   2.8366205867e-01   2.8366205867e-01   4.4531282572e-02   4.4531282572e-02   2.8366205867e-01
  -7.2222222222e-01   1.4618887769e+01   1.8407507024e+00   0.0000000000e+00  -1.2497769756e-02   5.2765985776e-01   0.0000000000e+00  -1.2497769756e-02   5.2765985776e-01   0.0000000000e+00   3.3883631483e+00   2.7842492549e-01   2.7842492549e-01   4.4566910369e-02   4.4566910369e-02   2.7842492549e-01
  -7.1666666667e-01   1.4678690176e+01   1.8438297445e+00   0.0000000000e+00  -1.0263112969e-02   5.2205575904e-01   0.0000000000e+00  -1.0263112969e-02   5.2205575904e-01   0.0000000000e+00   3.3997081268e+00   2.7254221555e-01   2.7254221555e-01   4.3118872280e-02   4.3118872280e-02   2.7254221555e-01
  -7.1111111111e-01   1.4736344996e+01   1.8483030209e+00   0.0000000000e+00  -7.1944916256e-03   5.1611028576e-01   0.0000000000e+00  -7.1944916256e-03   5.1611028576e-01   0.0000000000e+00   3.4162240569e+00   2.6636982706e-01   2.6636982706e-01   3.8268132065e-02   3.8268132065e-02   2.6636982706e-01
  -7.0555555556e-01   1.4791761140e+01   1.8540248227e+00   0.0000000000e+00  -3.6555893088e-03   5.1106425020e-01   0.0000000000e+00  -3.6555893088e-03   5.1106425020e-01   0.0000000000e+00   3.4374080431e+00   2.6118666784e-01   2.6118666784e-01   2.9726034955e-02   2.9726034955e-02   2.6118666784e-01
  -7.0000000000e-01   1.4845190710e+01   1.8602629750e+00   0.0000000000e+00  -4.6216831679e-05   5.0669066960e-01   0.0000000000e+00  -4.6216831679e-05   5.0669066960e-01   0.0000000000e+00   3.4605783360e+00   2.5673543466e-01   2.5673543466e-01   1.9433012706e-02   1.9433012706e-02   2.5673543466e-01
  -6.9444444444e-01   1.4896891932e+01   1.8665799126e+00   0.0000000000e+00   3.4033792024e-03   5.0253277812e-01   0.0000000000e+00   3.4033792024e-03   5.0253277812e-01   0.0000000000e+00   3.4841205700e+00   2.5253919308e-01   2.5253919308e-01   1.0038166291e-02   1.0038166291e-02   2.5253919308e-01
  -6.8888888889e-01   1.4946777480e+01   1.8739680237e+00   0.0000000000e+00   6.5234377922e-03   4.9851589195e-01   0.0000000000e+00   6.5234377922e-03   4.9851589195e-01   0.0000000000e+00   3.5117561539e+00   2.4851809453e-01   2.4851809453e-01   2.2507272615e-03   2.2507272615e-03   2.4851809453e-01
  -6.8333333333e-01   1.4994452639e+01   1.8830114129e+00   0.0000000000e+00   9.2586315616e-03   4.9473019592e-01   0.0000000000e+00   9.2586315616e-03   4.9473019592e-01   0.0000000000e+00   3.5457319810e+00   2.4475796675e-01   2.4475796675e-01  -3.2543685267e-03  -3.2543685267e-03   2.4475796675e-01
  -6.7777777778e-01   1.5040622584e+01   1.8928480708e+00   0.0000000000e+00   1.1761312574e-02   4.9141522646e-01   0.0000000000e+00   1.1761312574e-02   4.9141522646e-01   0.0000000000e+00   3.5828738192e+00   2.4148892480e-01   2.4148892480e-01  -6.6573353366e-03  -6.6573353366e-03   2.4148892480e-01
  -6.7222222222e-01   1.5085767671e+01   1.9012175429e+00   0.0000000000e+00   1.4192748083e-02   4.8905702333e-01   0.0000000000e+00   1.4192748083e-02   4.8905702333e-01   0.0000000000e+00   3.6146281454e+00   2.3917677207e-01   2.3917677207e-01  -9.3314096282e-03  -9.3314096282e-03   2.3917677207e-01
  -6.6666666667e-01   1.5131499995e+01   1.9048957801e+00   0.0000000000e+00   1.6456477051e-02   4.8699643422e-01   0.0000000000e+00   1.6456477051e-02   4.8699643422e-01   0.0000000000e+00   3.6286279329e+00   2.3716552694e-01   2.3716552694e-01  -1.0630110901e-02  -1.0630110901e-02   2.3716552694e-01
  -6.6111111111e-01   1.5178914193e+01   1.9021453857e+00   0.0000000000e+00   1.8714899458e-02   4.8549857511e-01   0.0000000000e+00   1.8714899458e-02   4.8549857511e-01   0.0000000000e+00   3.6181570684e+00   2.3570886643e-01   2.3570886643e-01  -9.8623421935e-03  -9.8623421935e-03   2.3570886643e-01
  -6.5555555556e-01   1.5228205641e+01   1.8958275044e+00   0.0000000000e+00   2.0897823443e-02   4.8389233281e-01   0.0000000000e+00   2.0897823443e-02   4.8389233281e-01   0.0000000000e+00   3.5941619266e+00   2.3415178976e-01   2.3415178976e-01  -6.8877083786e-03  -6.8877083786e-03   2.3415178976e-01
